text,year,period,genre,source,gpt_transitivity,gpt_causativity,gpt_subject_animacy,gpt_subject_role,gpt_pos,gpt_subject,gpt_verb,gpt_object
"were tacking back and forth waiting for the signal to start. When a signal broke out on the committee tug, bobbing on the swell be/ow, Lieut. Evans",1920,1920-29,NEWS,Chicago,intransitive,anticausative,inanimate,patient,verb,a signal,broke,
position and bit her paw. Only with the help of an ax could we break open her jaws. Farther away the morning breeze tossed about the shaggy mane of,1923,1920-29,MAG,Century,transitive,causative,animate,agent,verb,we,break,her jaws
"people's universities, similar to those which sprang up spontaneously in Germany, will break through the soil of American society. The conditions are, it is true,",1923,1920-29,MAG,NewRepublic,intransitive,anticausative,inanimate,agent,verb,people's universities,break,
"dining-room stove and our new piano. The former, I learned later, was broken up for scrap iron and the piano was carried off to some mud hut.",1927,1920-29,MAG,Atlantic,intransitive,anticausative,inanimate,patient,verb,the former,break,
"Kent's throat rose a thing which he tried to choke back, but which broke from his lips in a low cry, almost a sob. He heard the",1920,1920-29,FIC,ValleySilentMen,intransitive,anticausative,inanimate,patient,verb,a thing,broke,
". RUAHMAH follows: she is beaten to her knees, and her sword is broken. REZON: Throwing aside the cloth which covers his face. Hold her!",1920,1920-29,FIC,PoemsHenryVanDyke,intransitive,anticausative,inanimate,patient,verb,her sword,broken,
"gold-red head was on his shoulder and Rosemary was crying as though her heart would break. "" That's the way she is, "" said the dark and placid",1922,1920-29,FIC,Rosemary,intransitive,anticausative,inanimate,patient,verb,her heart,break,
"cardinal quality required by the inventors of the alphabet was resolution, the courage to break with the multiple reinsurance of ways of denoting meaning that was characteristic of the older",1923,1920-29,NF/ACAD,scan,intransitive,anticausative,inanimate,agent,verb,the courage,break,
"deserted street, an unearthly pall of silence envelops the scene - silence that is broken only by the dull thud of the mule's hoofs and the shrill creaking of",1929,1920-29,FIC,Mov:Hallelujah,intransitive,anticausative,inanimate,patient,verb,silence,broken,
", who, recognizing in the superscription the handwriting of his daughter's husband, broke the seal hurriedly. The letter was in these words: "" MY DEAR SIR",1920,1920-29,FIC,Precipitations,transitive,causative,animate,agent,verb,who,broke,the seal
"' Tie' im down' for two years and more, when a critter breaks outa the bunch, and nobody was ever fool enough to tackle it before.",1921,1920-29,FIC,Cow-Country,intransitive,anticausative,inanimate,patient,verb,a critter,breaks,
"embodying stiff conventions -- not the conventions of life that are sometimes observed and sometimes broken, nor those of art, but the quite unreal ones of that curious world",1920,1920-29,MAG,Nation,intransitive,anticausative,inanimate,patient,verb,conventions,break,
", then I begin to think of the human side of it. "" He broke off abruptly, and concluded in a less serious tone, "" that's the",1922,1920-29,FIC,OneManInHisTime,intransitive,anticausative,animate,agent,verb,he,broke,
"would tease him, "" maybe, when I reach the East, I shall break loose. "" Then I added -- and to this day I can not imagine",1922,1920-29,FIC,TrampingOnLife,intransitive,anticausative,animate,agent,verb,I,break,loose
"say about this -- too -- you know. I won't have my home broken up. Good God, Mary! Nothing means anything to me but you and",1923,1920-29,FIC,Play:MaryThird,intransitive,anticausative,inanimate,patient,verb,my home,broken up,
"world was startled by the "" extree-ee -- "" announcing that the English group had broken into an extinct volcano, whose upper end had apparently been sealed ages before,",1929,1920-29,FIC,UnderseaTube,intransitive,anticausative,inanimate,patient,verb,world,break,
"confronted him on every hand, and when he was not breaking conventions he was breaking china. But Quin was not sensitive, and, in spite of the fact",1921,1920-29,FIC,Quin,transitive,causative,animate,agent,verb,he,breaking,conventions
"by the peasant party. Faced by such facts would Vintila Bratiano bend now or break later? The peasants munched their rations, waited patiently.",1928,1920-29,MAG,Time,intransitive,anticausative,inanimate,patient,verb,Vintila Bratiano,break,
was against this rock that whatever was real and honest in the Irish Republican movement broke in vain. The attitude of the great majority of the Irish people was one,1927,1920-29,MAG,Atlantic,intransitive,anticausative,inanimate,patient,verb,whatever was real and honest in the Irish Republican movement,broke,in vain
". "" "" What were that now? "" Jamie interrupted as a hoarse blast broke upon the air. ""' T is the steamer whistle! "" David dropped",1920,1920-29,FIC,TroopOneLabrador,intransitive,anticausative,inanimate,patient,verb,a hoarse blast,broke,
"to the Arlenesque mill. This crafty villainess bewitches the carthorse into cad, and breaks Lily Christine's heart. Not the least of the heroine's anguish is over",1928,1920-29,MAG,Time,transitive,causative,animate,agent,verb,this crafty villainess,breaks,Lily Christine's heart
"that had been caught in a trap. "" Look and see if it's broken, "" suggested Jimmy. "" If it is, we'd better tie sticks",1921,1920-29,FIC,CurlytopsTheir,intransitive,anticausative,inanimate,patient,verb,it,broken,
. She glanced across at him and found him looking at her. A smile broke over her lips. One of her most spontaneous laughs bubbled up in her throat,1921,1920-29,FIC,HerFathersDaughter,intransitive,anticausative,inanimate,patient,verb,a smile,broke,
"the grandstand to watch him. Badly made and softened by dampness, the wall broke and onto the track tumbled spectators and debris. One old man fell square into",1928,1920-29,MAG,Time,intransitive,anticausative,inanimate,patient,verb,the wall,broke,
""" It's plumb foolishness, boys. Houck had his orders an' he broke away from them deliberate. He'd ought to take what's comin'.",1922,1920-29,FIC,FightingEdge,intransitive,anticausative,animate,agent,verb,he,broke,
"wife, "" she chanted, "" I won't be -- "" Her voice broke suddenly. Lee thought she had tripped, he lunged forward, but she fell",1922,1920-29,FIC,Cytherea,intransitive,anticausative,inanimate,patient,verb,her voice,broke,
", not Bruges.... I have a wretched memory for names.... Well, they broke in, and took all those poor defenceless little girls... "" "" There's",1922,1920-29,FIC,OneMansInitiation—1917,intransitive,causative,animate,agent,verb,they,broke,
"? "" Archer wondered if her illness had blurred her faculties; but suddenly she broke out: "" Well, it's settled, anyhow: she's going to",1920,1920-29,FIC,AgeInnocence,intransitive,anticausative,animate,agent,verb,she,broke,
"voluntary, except for members of the Communist Party, who are considered to have broken the party discipline if they refrain. But they can avoid the "" Saturdayings """,1921,1920-29,NF/ACAD,CrisisInRussia,intransitive,anticausative,animate,agent,verb,members of the Communist Party,break,
"as we know, to run with the hare and hunt with the hounds. Break with Madame de Condillac his foolish hopeful heart would not permit him. Break with",1921,1920-29,FIC,SaintMartinsSummer,intransitive,anticausative,animate,agent,verb,his foolish hopeful heart,break,
", he stooped, picked up the flashlight, tested it, and found it broken from its fall. "" Too bad you bust this, we'll have to",1920,1920-29,FIC,WhiteMoll,intransitive,anticausative,inanimate,patient,verb,it,break,
"-- "" "" Oh, I guess we can fit' em out, "" broke in Captain Ross. "" It's warm, and they won't want much",1920,1920-29,FIC,BunnyBrownHisSister,intransitive,causative,animate,agent,verb,Captain Ross,broke in,
". Nearer and nearer... suddenly everyone is on his feet, the storm has broken, pandemonium, drowning the harsh magnavox. Then the ball jerks back to the",1926,1920-29,MAG,NewYorker,intransitive,anticausative,inanimate,patient,verb,the storm,broken,
"ridge of rock on either side holds it in place. Now if we can break away those upright ridges, which are like the pieces on a window sash up",1921,1920-29,FIC,FrankAndyAfloat,transitive,causative,animate,agent,verb,we,break,those upright ridges
"me peace or I must die; "" The dumb stars glittered no reply. Broken at last, I bowed my head, Forgetting all myself, and said,",1920,1920-29,FIC,PoemsHenryVanDyke,intransitive,anticausative,inanimate,patient,verb,me,break,
"too inopportune, and Robert Morton had lacked both the inclination and the courage to break in upon such an occasion with an affair so sordid and unpleasant. He had",1921,1920-29,FIC,FloodTide,intransitive,anticausative,animate,agent,verb,Robert Morton,break in,
"every member of the majority party in favor of the Mastick-Shonk bill, twenty-two Reoublicans broke away and voted against it when it came up for final action. Every Democrat",1927,1920-29,NEWS,NYT-Reg,intransitive,anticausative,animate,agent,verb,twenty-two Republicans,broke,
"to be back in the Garden. And, since the kind little Teacup had broken into her regular habits, and braved so many dangers and discomforts just to keep",1920,1920-29,FIC,GardenPlynck,intransitive,anticausative,inanimate,patient,verb,the kind little Teacup,broken,
"Who is Two-Eight-Two? "" "" One of the pair sent down from Levant for breaking and entering in the nighttime. "" "" He wasn't in my crew --",1921,1920-29,FIC,WhenEgyptWentBroke,intransitive,anticausative,animate,agent,verb,one of the pair,breaking,
"themselves comfortably by the fire. "" There's dogs comin'! "" Andy broke in. David ran to the door, and a moment later ushered Eli Horn",1920,1920-29,FIC,TroopOneLabrador,intransitive,causative,animate,agent,verb,Andy,broke,
"n't call you what? "" "" What you just called me. "" Dud broke into a grin of delight. He wondered if it would not be a good",1922,1920-29,FIC,FightingEdge,intransitive,anticausative,animate,agent,verb,Dud,broke,
"up to -- "" "" Well, what if it is a trick? "" broke in another. "" It ain't going to work. The crowd'll be",1922,1920-29,FIC,ViolaGwyn,intransitive,anticausative,animate,agent,verb,another,broke,
"run at the first attack; and I say it is to our interest to break up that meetin', and do it right away. What do you say",1922,1920-29,FIC,KentuckyRanger,transitive,causative,animate,agent,verb,it,break up,that meetin'
", the rubber deteriorates rapidly, and the little fibers one by one begin to break; until some day, when least expected, one of the plies will break",1922,1920-29,NF/ACAD,ReignRubber,intransitive,anticausative,inanimate,patient,verb,one of the plies,break,
"of Spion Kop just before they died. To my great regret my voice had broken then, else it is quite possible that Farmer might have selected me to sing",1920,1920-29,NF/ACAD,DaysBeforeYesterday,intransitive,anticausative,inanimate,patient,verb,my voice,broken,
"talk. "" What's matter with me? "" he asked. He giggledand broke into a high shrill laugh. This astonishedhim and for a time he was silent",1934,1930-39,FIC,PassionsSpinPlot,intransitive,anticausative,animate,agent,verb,he,broke,a high shrill laugh
totals are posted as debits to the control record of Group 4. Thus the breaking down of accounts payable into units is provided for. Purchase Journal Record.?,1930,1930-39,NF/ACAD,ControlRetailStore,intransitive,anticausative,inanimate,patient,verb,the breaking down of accounts payable into units,break,
". "" For their damned shock-tubes, perhaps, among other things -- "" He broke off abruptly as a sound of sliding bolts came from the doorway. The two",1931,1930-39,FIC,RedHellJupiter,intransitive,anticausative,animate,agent,verb,He,broke,
"imperialism, past wars, war debts, or whatever. But suppose burglars were breaking into the houses of friends. And suppose the chief of police had not always",1939,1930-39,NEWS,NYT-Let,intransitive,anticausative,animate,agent,verb,burglars,break,
"me this: A soldier at the Upper Basin had reported a clergyman as having broken off a bagful of formation. Edwards found him seated in the stage, about",1936,1930-39,MAG,Harpers,transitive,causative,animate,agent,verb,a clergyman,broken off,a bagful of formation
his head. He felt as if his fist could strike high heaven. He broke the other fetter handily enough and began to work on the anklets. These were,1936,1930-39,FIC,DrumsAlongMohawk,transitive,causative,animate,agent,verb,he,broke,the other fetter
"as though some likeness that had lain concealed beneath the skin had mysteriously erupted, breaking forth and spreading like a foul disease. He had not believed it at first",1936,1930-39,FIC,MountainPlain,intransitive,anticausative,inanimate,patient,verb,some likeness,breaking,
"a sad melody for her sudden sense of loss. Until her mood had been broken, this evening had seemed to Mildred a beginning, a new and richer opening",1939,1930-39,FIC,BuglesBlowNoMore,intransitive,anticausative,inanimate,patient,verb,her mood,broken,
"to the world, but no word came from Manjiro. The barriers had been broken down for those who wished to enter; but to those who wished to leave",1937,1930-39,NF/ACAD,GoldOphirTheChina,intransitive,anticausative,inanimate,patient,verb,the barriers,broken,
"it would involve a great demand for more goods. The figures have not been broken down to show what would be the increased demand, for example, for cotton",1935,1930-39,MAG,Harpers,intransitive,anticausative,inanimate,patient,verb,the figures,broken,
"Here are some of his findings: If you're selling with printed matter, break it into short paragraphs; lighten it with conversation; sprinkle it with italics.",1939,1930-39,MAG,SatEvePost,transitive,causative,animate,agent,verb,you,break,it
"troops were hot upon Quantrell's trail. He was throwing off the pursuit by breaking his men up into bands of twos and threes. When the men, somewhat",1931,1930-39,FIC,BorderAMissouri,transitive,causative,animate,agent,verb,he,breaking,his men up into bands of twos and threes
"that if she were to fray open again with a sharp thorn these knots or break the string with passionate haste, this mounting mystery would die stillborn and that all",1931,1930-39,FIC,Harpers,transitive,causative,animate,agent,verb,she,break,the string
door being closed. Tom has gone out of her life for good and she breaks down on the piano stool while we FADE OUT FADE IN -- 92 -- Section,1932,1930-39,FIC,Mov:StatesAttorney,intransitive,anticausative,animate,patient,verb,she,breaks down,
"Angelo's, and we told our real names. So, when he suggested breaking the family bread one evening, I took him up. Good Lord, he",1939,1930-39,FIC,TalesBeforeMidnight,intransitive,anticausative,animate,agent,verb,he,break,
"in face of volley fire and flank attack, but the horsemen dismayed them and broke up their first line. They ran and rallied, fellP156back and rallied again.",1931,1930-39,FIC,XXXYYY,transitive,causative,animate,agent,verb,the horsemen,broke,their first line
"the ice four miles off North Manitou island tonight after an all day effort to break loose. Fears were expressed here for the safety of the ten men, who",1930,1930-39,NEWS,Chicago,transitive,causative,inanimate,agent,verb,an all day effort,break,the ice four miles off North Manitou island tonight
"of the solar system is in large part one long story of big bodies being broken into smaller ones, not so much by direct collision as by gravitational forces,",1931,1930-39,NF/ACAD,StarsInTheirCourses,intransitive,anticausative,inanimate,patient,verb,big bodies,broken,
"people. Here was a new way. The railroads should go first, to break open I he way; people would follow the railroads -- people, agrieulture,",1932,1930-39,MAG,SatEvePost,intransitive,anticausative,animate,agent,verb,the railroads,break,
"' you soon. She turns and goes out quickly, fearful that she may break down in his presence. 60. CLOSE SHOT NORA IN THE CORRIDOR JUST OUTSIDE",1930,1930-39,FIC,Mov:ThoseWhoDance,intransitive,anticausative,animate,patient,verb,she,break,
saw that the train for though in the course of his service he had apparently broken in two and that was involved in more than one of those the forward portion,1937,1930-39,FIC,Harpers,intransitive,anticausative,inanimate,patient,verb,the train,broken,
"Spreading out his huge calloused palms.) Look-a-dere, them horny hands. I broke enough rocks and drove enough steel down -- HENRY (Softly.) Steel driving",1934,1930-39,FIC,Play:PottersField,intransitive,anticausative,animate,agent,verb,I,broke,
"work the next day. A sixteen-year record of the Municipal Lodging House has been broken, Superintendent Joseph Mannix said yesterday. During the first eleven months of this year",1930,1930-39,NEWS,NYT-Reg,transitive,causative,animate,agent,verb,Superintendent Joseph Mannix,broken,A sixteen-year record of the Municipal Lodging House
"Joel. The house was low and old, with trim green surroundings? nothing broke the line of the green, not a sawbuck, not a grindstone. And",1933,1930-39,FIC,Harpers,intransitive,anticausative,inanimate,patient,verb,nothing,broke,the line of the green
"or worry about a burglar breaking into their house, because burglars didn't go breaking into poor men's houses. He didn't like itp237here, that was all",1938,1930-39,FIC,NoStarIsLost,intransitive,anticausative,animate,agent,verb,a burglar,break,their house
"gate.You know what he's liable to do? With his pull? Have me broke, maybe. The first thing I know, I'll be pounding a lousier",1935,1930-39,FIC,Play:DeadEnd,intransitive,anticausative,inanimate,patient,verb,gate,break,
", the double weight was too much and it began to bend. If it broke, it would precipitate them from a height that was death to both. But",1932,1930-39,FIC,GenevieveATale,intransitive,anticausative,inanimate,patient,verb,it,broke,
", the sad whispering of the dark forest or the hoot of a swamp owl broke upon their uneasy dreams. (The organ begins to play a slow dead march",1937,1930-39,FIC,Play:LostColony,intransitive,anticausative,inanimate,agent,verb,the sad whispering of the dark forest or the hoot of a swamp owl,broke,upon their uneasy dreams
n't fool around with a boy like that. You can't do it. Break your mother's heart. No. I won't. There won't be,1936,1930-39,TV/MOV,Come and Get It,transitive,causative,animate,agent,verb,you,break,your mother's heart
"to the talk of war, and in its fascinationhe forgot his homesickness. They broke up early, Ochoa remarking that they would need their sleep; but for a",1931,1930-39,FIC,XXXYYY,intransitive,anticausative,animate,agent,verb,they,broke,
same dead end. Only once during all his months here did he try to break free. He drove with Bill and Madge and another girl into the country.,1935,1930-39,FIC,WeAreBetrayed,intransitive,anticausative,animate,agent,verb,he,break,
"it up with you -- not that I wanted to --' Her tired voice broke, but it trembled with conviction as she added nervously, Not that I want",1938,1930-39,FIC,WisdomsGate,intransitive,anticausative,inanimate,patient,verb,her tired voice,broke,
"Cora triumphantly, it's certainly a land-slide.' |p249The voice of the radio announcer broke in on her words. The New York Times -- has conceded -- the election",1933,1930-39,FIC,WithinThisPresent,intransitive,anticausative,inanimate,agent,verb,the voice of the radio announcer,broke in,on her words
"speed, and its motion carried it out of the danger-zone before it was completely broken up. So also the stay of Saturn inside the danger-zone of the sun was",1931,1930-39,NF/ACAD,StarsInTheirCourses,intransitive,anticausative,inanimate,patient,verb,it,break,
"when that goal might be attained. Still we have shown the way; have broken the trail, as it were. Later, others will reap a rich harvest",1931,1930-39,MAG,SatEvePost,intransitive,anticausative,animate,agent,verb,we,break,
"engine pull. The two red tracks of the road went on and on, broken in places by dips, twisting a little, with grey-green low vegetation between them",1937,1930-39,FIC,EnemyGods,intransitive,anticausative,inanimate,patient,verb,the two red tracks of the road,broken,
"attitudes toward the 43rd struggled within Pere. He tried to consider that he had broken with organized resistance to the enemy, and in long debates with himself sustained that",1939,1930-39,FIC,Harpers,intransitive,anticausative,inanimate,patient,verb,he,broken,
", and did respectable business only in Glasgow and Liverpool, where American seamen had broken the inhabitants in to American ideas. Even in Birmingham, the nerve center of",1936,1930-39,MAG,SatEvePost,transitive,causative,animate,agent,verb,American seamen,broken,the inhabitants
"said, "" As I said on February 22, 1937,' If war breaks out in Europe no one can say whether or not the United States will be",1939,1930-39,MAG,Harpers,intransitive,anticausative,inanimate,patient,verb,war,breaks,
cop trying to arrest her. 109. INT. FLASH CLOSE SHOT Two cops breaking up a roulette table with axes. -- 42 -- 110. INT. FLASH,1931,1930-39,FIC,Mov:FingerPointsThe,transitive,causative,animate,agent,verb,Two cops,breaking,a roulette table
strength of their various impulses and desires. Some can stand strains and thwartings that break others. There is no uncaused human action. Man is not free in the,1937,1930-39,NF/ACAD,SocialPhilosophies,intransitive,anticausative,animate,patient,verb,others,break,
she darted swiftly over the dead line and snatched up the coat. A murmur broke from the crowd. Lily Gee felt her arms caught in a steel-like grip.,1935,1930-39,FIC,SanFranciscoTales,intransitive,anticausative,inanimate,agent,verb,a murmur,broke,
"4:15 a. m., stood over the operator with drawn knife, commanded him to break the captain's orders and send a call for help. It was too late",1937,1930-39,MAG,Time,transitive,causative,animate,agent,verb,him,break,the captain's orders
"but I shan't be missed if I don't turn up. Want to break a date to have a date with me? "" "" No. Or,",1937,1930-39,FIC,PointsBeyond,transitive,causative,animate,agent,verb,you,break,a date
"more. Her scores were bad. She said: "" If I don't break par this round I'll jump in the goldfish pool. "" She did not",1930,1930-39,MAG,Time,intransitive,anticausative,animate,agent,verb,I,break,par
"was still able to run. As soon as Corbett, getting the idea, broke away and sprinted for the door, hurdling the orchestra pit as he went,",1936,1930-39,MAG,SatEvePost,intransitive,causative,animate,agent,verb,Corbett,broke,
"any bad harts, but the fourth one she could not withstand, and this broke her. "" The few people who were left in the town were now coming",1939,1930-39,MAG,SatEvePost,transitive,causative,inanimate,agent,verb,this,broke,her
"foot and gripping the rock with it, it can exert a pull sufficient to break its byssal hairs a few at a time, or even pull the byssus out",1930,1930-39,NF/ACAD,LandLion,transitive,causative,inanimate,agent,verb,it,break,its byssal hairs
"be Princes or at least Dukes. He was not very old when the Revolution broke out, sixteen or seventeen, so he was thirty-six or - seven when I",1938,1930-39,FIC,Harpers,intransitive,anticausative,inanimate,patient,verb,the Revolution,broke,
"there were moments recalled, too -- among the marsh grasses: t hot silence broken by the clear, cool call of a bird; a vague content, at",1939,1930-39,FIC,BuglesBlowNoMore,intransitive,anticausative,inanimate,patient,verb,hot silence,broken,
"had been. Here the controversy rested for awhile, although negotiations were not permanently broken off. The Russian press attacked Finland savagely, and the Finns, thoroughly alarmed",1939,1930-39,MAG,NewRepublic,intransitive,anticausative,inanimate,patient,verb,negotiations,broken,
". Cermak welded all the brands of Slays, together with the Jews, and broke the Irish control of the Democratic machine. When he died the Irish came back",1938,1930-39,MAG,Harpers,transitive,causative,animate,agent,verb,Cermak,broke,the Irish control of the Democratic machine
you'll hear such a concaterwauling of horrid shrieks you'll think Walpurgis night has broken outt in all the embassies. Little men will trot through palace doors with black,1937,1930-39,FIC,Play:MasqueKings,intransitive,anticausative,inanimate,patient,verb,Walpurgis night,break,
". JONES RoughlyBut not a beggar's death. And now the MAJOR'S voice breaks across the scene, nearer at hand. OLIVER Attention! HAYES They're ready",1938,1930-39,FIC,Play:SouthernCross,intransitive,anticausative,animate,agent,verb,the MAJOR'S voice,breaks,across the scene
"Mr. Rooseveltwould help her. Nothing had broken her inner tranquillity and nothing would ever break it. I liked her in that picture, for she was just the way",1939,1930-39,FIC,WickfordPoint,transitive,causative,inanimate,agent,verb,nothing,break,her inner tranquillity
"effecting a break she pulls the strand of pearls from her throat, the string breaking, some of the pearls dropping to the floor. Confused and red in the",1931,1930-39,FIC,Mov:BlondeCrazy,intransitive,anticausative,inanimate,patient,verb,the string,breaking,
"must be here -- I didn't know what to do -- GAYLORD EASTERBROOK (Breaks in, shouting) I resent your spying on me! I won't be",1939,1930-39,FIC,Play:NoTimeForComedy,intransitive,anticausative,animate,agent,verb,GAYLORD EASTERBROOK,breaks in,
"go, Katie,' shouted I Jessie. And then there was silence, broken, after a little, by Jessie's feet on the stairs. Mother --",1935,1930-39,FIC,EdnaHisWife,intransitive,anticausative,inanimate,patient,verb,silence,broken,
in the same room with Bunny. I used to go junking and pretty near break my back dragging a load of stuff to the junk man to get five cents,1932,1930-39,MAG,Harpers,intransitive,anticausative,animate,agent,verb,I,break,
"corrupt. It was necessary for the growth of personality that the authority should be broken down. Since the Renaissance and the Reformation, Footnote | Western culture has moved",1937,1930-39,NF/ACAD,SocialPhilosophies,intransitive,anticausative,inanimate,patient,verb,the authority,broken down,
"Mrs. Clay, see you lose both your boys... than to see you break your heart trying to save one at the expense of the other. So do",1939,1930-39,TV/MOV,Young Mr. Lincoln,intransitive,anticausative,animate,agent,verb,you,break,
"Charles Cooper left on a vacation. While they were gone, an unidentified woman broke into their house, put on a house dress, called a second-hand dealer,",1937,1930-39,MAG,Time,intransitive,anticausative,animate,agent,verb,an unidentified woman,broke,into their house
"Mayor Walker made a statement about "" innuendos, "" and once again the crowd broke loose. % Cheers Follow Him Out. There was a further outburst when Mr. Seabury",1932,1930-39,NEWS,NYT-Reg,intransitive,anticausative,inanimate,patient,verb,the crowd,broke,
"not yet at an end. When we first heard of the conflagrations that had broken out, the spectators at Versailles could only guess that here and there this or",1937,1930-39,NF/ACAD,EnglandGoesPress,intransitive,anticausative,inanimate,patient,verb,conflagrations,broken,
"her family, but Mary had refused to go. She was ashamed. She broke down with John and explained that Mrs. Reall would not marry Mr. White until the",1936,1930-39,FIC,DrumsAlongMohawk,intransitive,anticausative,animate,patient,verb,she,broke,
". They were warmed by a fire that had smoldered for eleven years without ever breaking into flame. Philip Storrs was sitting on the front steps, drawing details of",1934,1930-39,FIC,Harpers,intransitive,anticausative,inanimate,patient,verb,a fire,breaking,
"murmured the girl, smiling. It was the first time her seriousness had been broken. She looked very nice and young when she let herself smile, Adrian thought",1930,1930-39,FIC,DeepeningStream,intransitive,anticausative,inanimate,patient,verb,her seriousness,broken,
". Is that all the wood you have?'' Just what I could break off. There's a dead tree on that side, but the branches are",1937,1930-39,FIC,EnemyGods,transitive,causative,animate,agent,verb,I,break,off
"men in comfort. Most of them were in operation, and intense white light broke forth through every crevice while long tongues of yellow flame reached out eagerly through small",1930,1930-39,MAG,Harpers,intransitive,anticausative,inanimate,patient,verb,intense white light,broke,
"165043 Engagement Broken. John Jacob Astor III, 21, great-great-grandson of John Jacob Astor I,",1934,1930-39,MAG,Time,intransitive,anticausative,inanimate,patient,verb,165043 Engagement,broken,
"Bust-Fine thing. I take my wife to a dance, and she goes around breaking people's legs. Well, I didn't do it on purpose, did",1936,1930-39,TV/MOV,Pigskin Parade,transitive,causative,animate,agent,verb,she,breaking,people's legs
and compromised on such short notice. It was believed that even should Governor Murphy break the jam that prevented negotiations from getting started progress through the various union demands would,1937,1930-39,NEWS,WallStJrnl,intransitive,causative,animate,agent,verb,Governor Murphy,break,the jam
"my heart and hand. SENATOR HARVEY L. KRULL It's one promise you can break and, by the Eternal, will break, before this evening is out.",1930,1930-39,FIC,Play:ThisIsNewYork,transitive,causative,animate,agent,verb,you,break,one promise
darkest corner had already been rounded and now the dawn of better times was surely breaking. In a rather sugary way they sat there talking to the heavy old man,1933,1930-39,FIC,UnionSquare,intransitive,anticausative,inanimate,patient,verb,the dawn of better times,breaking,
"a vital topic for discussion is well started, the keenest and most violent passions break forth. Easily destroyed as are early free states by forces from without, they",1935,1930-39,MAG,SatEvePost,intransitive,anticausative,inanimate,agent,verb,the keenest and most violent passions,break,
I too inexpert. The fly lit again and again but never a strike to break the calm surface of the pool. I looked farther up-stream and saw what I,1934,1930-39,FIC,UnfinishedCathedral,intransitive,anticausative,inanimate,patient,verb,the calm surface of the pool,break,
"vitality. Even the dark smudges of pain had vanished. Reaching up, she broke off some rusty leaves from the ivy and tossed them into his face. How",1932,1930-39,FIC,Sons,transitive,causative,animate,agent,verb,she,broke,some rusty leaves from the ivy
"it from its nail, and gave it to the little man. Hogan had broken the wool thread and stuck his needle in a plank. He took the Hessian",1932,1930-39,FIC,Harpers,transitive,causative,animate,agent,verb,Hogan,broken,the wool thread
"stone.... Now Buffalo!... God knows what it is. "" The voice broke with excitement for an instant; Danny could almost see the distant man fighting for",1932,1930-39,FIC,HammerThor,intransitive,anticausative,inanimate,patient,verb,the voice,broke,
"Steel mills generally had only about xis weeks' supply of scrap when the war broke out, it is estimated by a leading executive. He believes an advance of",1939,1930-39,NEWS,WallStJrnl,intransitive,anticausative,inanimate,patient,verb,the war,broke,
I only answer that the affair was highly complicated and that at this point it broke all rules of logic. Suddenly it plunged from the sphere of the intelligence into,1931,1930-39,FIC,Harpers,transitive,causative,inanimate,agent,verb,it,broke,all rules of logic
"HOWEVER, IF HE COULD GET THE KEY FOR THEM, AN EXPERT CRYPTOGRAPHER COULD BREAK THE REST. A FEW MINUTES ALONE WITH THE MANUAL... IF THE CONSULATE HAS",1939,1930-39,TV/MOV,Espionage Agent,transitive,causative,animate,agent,verb,an expert cryptographer,break,the rest
"the aloof since of an associate justice. By his own statement he will not break that silence to discuss the Klan issue. Both his friends and foes, however",1937,1930-39,NEWS,NYT-Reg,intransitive,anticausative,animate,agent,verb,he,break,that silence
"be glad to hear, Lady Wyngate, that my negotiations with Lord Abercrombie have broken down. LADY LAEL WYNGATE Have they? I'm sorry. HOBART ELDRIDGE Why",1934,1930-39,FIC,Play:RainFromHeaven,intransitive,anticausative,inanimate,patient,verb,my negotiations with Lord Abercrombie,broken,
"Aspirin Liz. "" That would hold it down. "" | "" That would break it down, "" he told her. "" Let me alone for a minute",1932,1930-39,FIC,BishopJaegers,transitive,causative,animate,agent,verb,he,break,it
It was for the Supreme Court to decide finally whether the Schechters were guilty of breaking a real law or whether NRA was guilty of having regulated U. S. business for,1935,1930-39,MAG,Time,intransitive,anticausative,inanimate,patient,verb,the Schechters,breaking,
"I'll put it in your machine and -- "" "" And what? "" broke in the pilot. "" Is this some new death ray? We've been",1932,1930-39,FIC,HammerThor,intransitive,anticausative,animate,agent,verb,the pilot,broke in,
. It had to break through the Eastern monopolies just as the East had to break those of Europe. The East had turned to the Indies; so the new,1937,1930-39,NF/ACAD,GoldOphirTheChina,intransitive,anticausative,inanimate,agent,verb,it,break,
"asserted. Against Coercive Power "" No government group that I know f desires to break up efficient mass production, "" Mr Arnold declared. "" We only desire to",1938,1930-39,NEWS,WallStJrnl,transitive,causative,animate,agent,verb,government group,break,efficient mass production
". Gill had suddenly found himself the husband of a rich wife. The war broke. His first move had been to dispose of The Shoe AEgis, the outstanding",1930,1930-39,FIC,Seed,intransitive,anticausative,inanimate,patient,verb,the war,broke,
"whistle exaggerates. To make the cymbals clash he has to stamp his foot and break into a little lolloping lope, half dance, half dogtrot, but always in",1937,1930-39,MAG,NewYorker,intransitive,anticausative,animate,agent,verb,he,break,
dock! I'm not picking up their luggage!! Tell her I've broken my hand -- tell her anything!! Some day I'm going to chin,1934,1930-39,FIC,Mov:FlirtationWalk,intransitive,anticausative,inanimate,patient,verb,my hand,broken,
