text,year,period,genre,source,gpt_transitivity,gpt_causativity,gpt_subject_animacy,gpt_subject_role,gpt_pos,gpt_subject,gpt_verb,gpt_object
on those labors which will eventually bring their reward in making other labors easier and improving the position as a whole. Early this year a comparatively unknown Bolshevik called Gusev,1921,1920-29,NF/ACAD,CrisisInRussia,intransitive,anticausative,inanimate,agent,verb,labors,improve,
"and in the national forests. Regulation of grazing. in the national forests has improved the quality of the range and the production' Of cattle, it is stated",1925,1920-29,NEWS,Chicago,intransitive,anticausative,inanimate,patient,verb,the quality of the range and the production of cattle,improved,
the farmers for their products and store wheat and other products in warehouses until prices improved instead of throwing all the product on the market at one time. The farmer,1927,1920-29,NEWS,NYT-Reg,intransitive,anticausative,inanimate,patient,verb,prices,improved,
"it, that made them go out and in hundreds of little ways try to improve the habits of the world. But they were women of great hope and faith",1927,1920-29,MAG,Harpers,intransitive,anticausative,animate,agent,verb,they,improve,
"the calamities of a railroad strike than to face such a fate. Is Business Improving? U NDOUBTEDLY there has been a slight, very slight, business improvement.",1921,1920-29,MAG,Nation,intransitive,anticausative,inanimate,patient,verb,business,improving,
"specific situation. Therefore, the determination and use of the best criteria of condition improves the quality of work, increases the magnitude of results, and reduces the cost",1928,1920-29,NF/ACAD,IndustrialOrganization,intransitive,anticausative,inanimate,agent,verb,the determination and use of the best criteria of condition,improves,
of actual inquiries. They originated in what men naturally do and are tested and improved in the course of doing. This is as far as the answer to the,1929,1920-29,NF/ACAD,QuestCertainty,intransitive,anticausative,inanimate,patient,verb,they,improved,
", and only the union of the world for the purpose of mending matters can improve conditions. In this matter, America might take the lead, and, by",1921,1920-29,MAG,Atlantic,intransitive,anticausative,inanimate,patient,verb,conditions,improve,
"for a safe journey, Uncle Dick was still at the fireplace, trying to improve the razor-edge of his blade. I rode through the woods without spending any time",1922,1920-29,FIC,VirginiaScout,transitive,causative,animate,agent,verb,Uncle Dick,improve,the razor-edge of his blade
management will conserve its cash reserves and earnings until general conditions in the industry are improved materially. Company currently is in a sound financial condition and since practically all units,1929,1920-29,NEWS,WallStJrnl,intransitive,anticausative,inanimate,patient,verb,general conditions in the industry,improved,
"a supporting layer of fabric, and an outer wear-resisting cover. He endeavored to improve Dunlop's tire, because he thought the tube would chafe against the casing.",1922,1920-29,NF/ACAD,ReignRubber,transitive,causative,animate,agent,verb,He,improve,Dunlop's tire
There were not many opportunities for looking back at the girl that Hiram did not improve. He loved to watch Jo's expert handling of the team in tight places,1922,1920-29,FIC,SheBoss AWestern,transitive,causative,animate,agent,verb,Hiram,improve,the girl that Hiram did not improve
received and your spirit is mine -- the form of your letter could not be improved upon -- and you are absolutely sound as to policy. At the last meeting,1922,1920-29,NF/ACAD,LettersFranklin,intransitive,anticausative,inanimate,patient,verb,the form of your letter,improved,
States for the popular success of the Conference so as to exact concessions that would improve the politico-naval status of Japan in the Far East. A thorough knowledge of the,1922,1920-29,MAG,Atlantic,transitive,causative,inanimate,agent,verb,concessions,improve,the politico-naval status of Japan in the Far East
", sending among them teaching I nurses, securing provision of physicians and hospitals, improving their standards and practices as regards housing andl Industrial habits and methods, furthering!",1925,1920-29,NEWS,NYT-Let,intransitive,anticausative,inanimate,agent,verb,provision of physicians and hospitals,improve,
"States where doubt was expressed. I have every Confidence that it will keep on improving until election. Our business is to elect a President, and I believe we",1924,1920-29,NEWS,NYT-Reg,intransitive,anticausative,inanimate,patient,verb,it,improve,
"to lunatic asylum. Parisian evening gowns feature trains and Representative Burton says Europe is improving steadily. Rockaways have real estate boom and Dr. Whitney, physicist, says matter",1925,1920-29,MAG,NewYorker,intransitive,anticausative,animate,agent,verb,Europe,improving,
"do? If she, even as a child, had struggled so hard to improve herself and change in the right way, not the wrong way -- then why",1922,1920-29,FIC,OneManInHisTime,intransitive,anticausative,animate,agent,verb,she,improve,
"density. He achieved the thorough lamination of armature cores, and in 1889 greatly improved electric-lighting apparatus. Other inventions are: # a constant-current regulator for arc light dynamos",1924,1920-29,MAG,Time,transitive,causative,animate,agent,verb,he,improved,electric-lighting apparatus
"ferocity. They Suffered minor defeats but the situation was said to be "" generally improved. "" # One day the Spaniards are expected to end the war, which",1924,1920-29,MAG,Time,intransitive,anticausative,inanimate,patient,verb,the situation,improved,
"advance, "" advises the chef of the Savoy, "" and let the flavor improve. "" Several weeks? That would never have done in the good old days",1926,1920-29,MAG,Nation,intransitive,anticausative,inanimate,patient,verb,the flavor,improve,
"Electric arcs, sparks, vacuum tubes, furnaces, and other light-sources, frequently improved in the light of astronomical demands or physical discoveries, have been used constantly from",1929,1920-29,MAG,Harpers,intransitive,anticausative,inanimate,patient,verb,"Electric arcs, sparks, vacuum tubes, furnaces, and other light-sources",improve,
"the tires came to be inflated upon a bag during cure, and the methods improved, the nearly perfect cord tires as we know them were the result. Let",1922,1920-29,NF/ACAD,ReignRubber,intransitive,anticausative,inanimate,patient,verb,the methods,improved,
"complaint is that respondent advertised for sale an alleged breed of swine known as Ohio Improved Chesters, or O. I. C.'s, claiming that they were a distinct breed",1925,1920-29,NF/ACAD,FederalTradeCommission,intransitive,anticausative,inanimate,patient,other,complaint,improve,
"use of fire for cooking food, first for purposes of preservation and later to improve the taste, seems to be of great antiquity. There are many curious traditions",1924,1920-29,NF/ACAD,CustomsMankind,intransitive,anticausative,inanimate,agent,verb,use of fire for cooking food,improve,
"well as gastric ulcers. For several months he was kept in bed and then improved decidedly, until after nearly a year's treatment lie returned to work, although",1929,1920-29,MAG,Harpers,intransitive,anticausative,animate,patient,verb,he,improved,
", courteous, and refined people he had ever known, Jack insensibly altered and improved. His loud voice grew softer, his boisterous laugh less explosive, and his",1921,1920-29,FIC,WildJusticeStories,intransitive,anticausative,animate,patient,verb,Jack,improved,
"accumulated through centuries. "" Universal bankruptcy is threatened in all of them unless conditions improve. The ability to pay their obligations must be based upon faith in the future",1923,1920-29,NEWS,NYT-Reg,intransitive,anticausative,inanimate,patient,verb,conditions,improve,
"occurrence the whole movement was distorted, the increasing power of production was diverted from improving the material welfare of the community, and problems of industrial relationships which might have",1923,1920-29,NF/ACAD,ScienceCivilization,intransitive,anticausative,inanimate,patient,verb,the increasing power of production,improve,
"the savings do not go into profits. That depends, as with any other improve? ment in process, on the exigencies of competition or monopoly, and the",1927,1920-29,MAG,NewRepublic,intransitive,anticausative,inanimate,agent,verb,the savings,improve,
"a bill authorizing the Army to spend $150,000,000 over a period of five years to improve the air service. (Bill went to the Senate.) # Passed a",1926,1920-29,MAG,Time,transitive,causative,inanimate,agent,verb,a bill authorizing the Army,improve,the air service
"the big Standard Oil companies have to carry about $50,000,000 worth of oil inventories will improve on $2 oil. But. as a rule oil companies do not mark their",1921,1920-29,NEWS,WallStJrnl,intransitive,anticausative,inanimate,agent,verb,the big Standard Oil companies,improve,
and now occupies over 11 city blocks. One block will probably be retained and improved as a main office and public auditorium. The rest of the ground sites will,1924,1920-29,MAG,Time,intransitive,anticausative,inanimate,patient,verb,one block,improve,
"and we will be content with a, monthly review of the position until circumstances improve. "" Government control, it waY added, had left the industry bankrupt and",1921,1920-29,NEWS,NYT-Reg,intransitive,anticausative,inanimate,patient,verb,circumstances,improve,
"from the banishment of strong drink? For one thing, it is bound to improve the position of women, especially in the lower levels of society. Liquor has",1921,1920-29,MAG,Harpers,transitive,causative,inanimate,agent,verb,it,improve,the position of women
"to constitute an impeding factor in all its general activities. In the attempt to improve its handwriting, for instance, new faults will be developed in the general use",1923,1920-29,NF/ACAD,ConstructiveConscious,intransitive,anticausative,inanimate,agent,verb,it,improve,
and I do not? you will discover that the health of the nation has improved im? measurably since women in increasing numbers began to take up outdoor sports.,1929,1920-29,MAG,Harpers,intransitive,anticausative,inanimate,patient,verb,the health of the nation,improved,
"Mr. Hedley by Mayor Hylan threatening "" drastic action "" unless the subway service was improved to the point of removing the present "" dangerous -- and unsanitary cc i t",1922,1920-29,NEWS,NYT-Reg,intransitive,anticausative,inanimate,patient,verb,the subway service,improved,
into social form. If we wish to improve other people's morals let us improve our own; example speaks so loud that precept is unheard. The best thing,1927,1920-29,MAG,Harpers,intransitive,anticausative,animate,agent,verb,we,improve,
"down. They must be taken out of the obstructions of general traffic. Subways improve adjoining property. The eleVetted may improve a region, but the property indirect contact",1923,1920-29,NEWS,Chicago,transitive,causative,inanimate,agent,verb,the eleVetted,improve,a region
"'ll get will be yellow babies and I can't say that Yankee blood will improve the stock. "" "" Oh, Mama Fontaine! "" "" Don't pull",1936,1930-39,FIC,GoneWithWind,transitive,causative,inanimate,agent,verb,Yankee blood,improve,the stock
".... she came later to a time of hook reading, trying to "" improve "" herself in that way as people do. "" It may be that is",1936,1930-39,FIC,KitBrandon,intransitive,anticausative,animate,agent,verb,she,improve,
"realized more and more what was wanting in his home. She wouldn't have improved. No, Doady, it's better as it is. - Doady?",1935,1930-39,TV/MOV,David Copperfield,intransitive,anticausative,animate,patient,verb,she,improve,
that the solitary benefit of the Yankee invasion during the war was that it had improved the energy of some of the negroes in the second generation in the South. |p322AT,1932,1930-39,FIC,Store,transitive,causative,inanimate,agent,verb,it,improved,the energy of some of the negroes in the second generation in the South
"roadless. Motor lorries multiplied by the thousand, but this acceleration of movement only improved the capacity of supply; it did not markedly affect strategy since it could not",1937,1930-39,NF/ACAD,EuropeInArms,transitive,causative,inanimate,agent,verb,this acceleration of movement,improved,the capacity of supply
"can be, written off every three years, conservatively. That practice undoubtedly will improve the showing of the majority of companies in 1930 as compared with 1929. A",1930,1930-39,NEWS,WallStJrnl,intransitive,anticausative,inanimate,agent,verb,that practice,improve,the showing of the majority of companies in 1930 as compared with 1929
"almost unlimited responsibilities both for the banks and for the Government; but later refinements improved the law, and made it the stabilizing influence which banking sentiment generally now recognizes",1936,1930-39,NEWS,NYT-Ed,transitive,causative,inanimate,agent,verb,refinements,improved,the law
", we don't agree with you. Warden Armstrong reports that your conduct has improved of late. But the reason is obvious. To curry favor with the board",1939,1930-39,TV/MOV,Each Dawn I Die,intransitive,anticausative,inanimate,patient,verb,your conduct,improved,
latest German and Italian aircraft. The latest models of American planes are so much improved over those in use in Spain that the United States is safe in claiming preeminence,1938,1930-39,MAG,SatEvePost,intransitive,anticausative,inanimate,patient,verb,the latest models of American planes,improved,
"years ago, the report admits, the better mining companies have done much to improve silicosis precautions. But "" wetting down, "" particularly in smaller mines, is",1939,1930-39,MAG,Time,transitive,causative,animate,agent,verb,the better mining companies,improve,silicosis precautions
", a small group of producers has been making films intended directly or indirectly to improve business' relations with the public. These firms not only make the films to",1938,1930-39,MAG,Harpers,intransitive,anticausative,animate,agent,verb,a small group of producers,improve,
"season been so discouraging as at present. Rain in the next 10 days will improve prospects, but almost normal precipitation will be needed "" throughout the summer if anything",1934,1930-39,NEWS,WallStJrnl,intransitive,anticausative,inanimate,patient,verb,prospects,improve,
"August level. This improvement for this short period, has, of course. improved the position of American Tobacco Co. in the industry. but has naturally been of",1932,1930-39,NEWS,WallStJrnl,intransitive,anticausative,inanimate,patient,verb,August level,improve,
", his trainer invented a sievelike device to feed him oats slowly. Johnstown swiftly improved. This spring, in three starts, no rival could get within six lengths",1939,1930-39,MAG,Time,intransitive,anticausative,animate,patient,verb,Johnstown,improved,
"are right, Father Jaime. It would surprise you to see how they have improved in their personal habits -- in the cultivation of their lands -- in the more",1930,1930-39,FIC,YearsGrace,intransitive,anticausative,animate,patient,verb,they,improved,
"and read it. Studs ought to do more reading anyway, because reading always improved a person's mind. Studs sat down, pouted, | and read the",1932,1930-39,FIC,YoungLonigan,intransitive,anticausative,animate,agent,verb,reading,improve,
"of metals would be impossible. Not all of the properties, however, are improved by deformation. The impact resistance diminishes so that, for example, a heavy",1935,1930-39,NF/ACAD,PrinciplesPhysical,intransitive,anticausative,inanimate,patient,verb,properties,improve,
"I? I always feel worthless, "" said John Crandall, "" and sometimes improve on that. As you must have heard, I not only do not do",1933,1930-39,FIC,Harpers,intransitive,anticausative,animate,agent,verb,I,improve,
"of the Cameroons. But the tension in Europe remained. One final attempt at improving Anglo-German relations has to be recorded. In February 1912 Lord Haldane, the then",1937,1930-39,NF/ACAD,EnglandGoesPress,intransitive,anticausative,inanimate,agent,verb,One final attempt at improving Anglo-German relations,improve,
". Both revolts were put down, with hanging and shooting. Life has not improved much since 1865 for the 1,000.000 Jamaica Negroes. Lately they have not been able",1938,1930-39,MAG,Time,intransitive,anticausative,inanimate,patient,verb,life,improve,
"from LINCOLN'S. It is of special interest that he gave vast sums to improve tile condition of the Negro, the first step in whose emancipation was taken by",1932,1930-39,NEWS,NYT-Ed,transitive,causative,animate,agent,verb,he,improve,tile condition of the Negro
"the question of at least having the ability to profit by our mistakes, to improve upon our performance, to contract our operations within human limits. "" Text of",1935,1930-39,NEWS,NYT-Reg,intransitive,anticausative,inanimate,agent,verb,the question of at least having the ability to profit by our mistakes,improve,
"are many other necessary public works that can be undertaken. Street crossings can be improved. Transportation improvements are necessary, power plants can be constructed. All these things",1934,1930-39,NEWS,NYT-Reg,intransitive,anticausative,inanimate,patient,verb,Street crossings,improved,
", so we should adapt our Tillage to the various sorts of Land which we Improve. We find Land will yield Wheat best when it is Plough'd Three Times",1934,1930-39,NF/ACAD,UponFieldHusbandry,transitive,causative,inanimate,agent,verb,we,improve,the various sorts of Land
us of our detachment from active life; it will help us to understand and improve our own calling and to recruit better teachers for future children. The specific elements,1932,1930-39,NF/ACAD,EducationAsGuidance,transitive,causative,inanimate,agent,verb,it,improve,our own calling and to recruit better teachers for future children
"to work as soon as he regains his strength. "" Mr. Edison has been Improving steadily for the last two weeks, with the exception of the collapse of Sat",1931,1930-39,NEWS,Chicago,intransitive,anticausative,animate,patient,verb,Mr. Edison,improving,
". To guide Congress in speeding up inter-city traffic, MacDonald proposed a plan to improve and integrate 26,700 miles of existing arterial roads gridding every part of the U. S.",1939,1930-39,MAG,Time,intransitive,anticausative,animate,agent,verb,MacDonald,improve,
"large orchestra to send out the greatest music and for transmission and receptions to be improved if the listener, by reason of fatigued ears and nervous system, is not",1935,1930-39,MAG,Atlantic,intransitive,anticausative,inanimate,patient,verb,transmission and receptions,improved,
"economies effected in administration mad at the plants, Underwood Elliott Flasher's earnings should improve rapidly as' bales volume Increases. During the last nine months,' Underwood",1932,1930-39,NEWS,WallStJrnl,intransitive,anticausative,inanimate,patient,verb,Underwood Elliott Flasher's earnings,improve,
"is, but I don't see any Mrs. Chalmer coming around and wanting to improve my young mind for me. I got to work in the packing-house to make",1936,1930-39,FIC,GoneWithWind,intransitive,anticausative,animate,agent,verb,I,improve,
result -- and an important and excellent result? of the war has been to improve very materially the living standard of the wage-earner and the salaried worker. And the,1931,1930-39,NEWS,WallStJrnl,transitive,causative,inanimate,agent,verb,an important and excellent result of the war,improve,the living standard of the wage-earner and the salaried worker
"business recession, more new cars would be sold if the used car situation were improved. Thus there is basis to believe that if spring brings its usual sharply higher",1938,1930-39,NEWS,WallStJrnl,intransitive,anticausative,inanimate,patient,verb,the used car situation,improve,
", appears at his office and proves to his people that he has been vastly improved by my experiment.... "" Bentley tried to shut his mind to the horrible picture",1932,1930-39,FIC,MindMaster,intransitive,anticausative,animate,patient,verb,he,improved,
Dealer could think up. During the spring of 1934 many projects were started to improve the streams of Brown County. They were said to be efforts to prevent flood,1936,1930-39,MAG,SatEvePost,transitive,causative,inanimate,agent,verb,projects,improve,the streams of Brown County
"being destructive and punitive. The banking acts of 1933 and 1935 were certainly greatly improved from the first drafts because of the helpful, conscientious collaboration of the A. B.",1939,1930-39,NEWS,WallStJrnl,intransitive,anticausative,inanimate,patient,verb,The banking acts of 1933 and 1935,improved,
"equitable distribution of wealth to avoid exploitation of the poor by the rich, to improve the condition of the masses, socially, economically and morally. "" My only",1936,1930-39,NEWS,NYT-Reg,intransitive,anticausative,inanimate,agent,verb,equitable distribution of wealth,improve,
of it was carried either at amdrgency or land-grant rates. A factor which will improve earnings reports of most of the carriers for the balance of the year will be,1935,1930-39,NEWS,WallStJrnl,transitive,causative,inanimate,agent,verb,A factor,improve,earnings reports of most of the carriers
"new cars can be made to customers in volume will be found to be substantially improved over that existing during the past few months. "" Therefore, the corporation feels",1938,1930-39,NEWS,NYT-Reg,intransitive,anticausative,inanimate,patient,verb,new cars,improve,
that shows all his teeth. I guess I know what in hell she's improving. She can't tell me. Pete and me used to run around together,1936,1930-39,FIC,GoneWithWind,transitive,causative,animate,agent,verb,she,improving,what in hell
", to insure a wide embrace to any incoming ether waves. As receivers have improved in sensitivity, the antenna has become less important. A big aerial may do",1939,1930-39,NF/ACAD,AtomsInAction,intransitive,anticausative,inanimate,patient,verb,receivers,improved,
was made in the administration of the national domain. The science of forestry was improved and public interest in the subject awakened. Lands in the national forest available for,1934,1930-39,NF/ACAD,HistoryUnitedStates,intransitive,anticausative,inanimate,patient,verb,The science of forestry,improved,
"still serve as inspiration to the designers of our own time. As manufacturing techniques improved, new types of pottery were added to a rich store. From the time",1938,1930-39,NF/ACAD,CommonSenseInHome,intransitive,anticausative,inanimate,patient,verb,manufacturing techniques,improved,
"then with the Park Department, whereby its occupancy was recognized. Since it had improved the property itself. the city demanded only a nominal rental, to which Mr.",1934,1930-39,NEWS,NYT-Reg,intransitive,anticausative,inanimate,patient,verb,it,improved,
"the saving would not much exceed $110,000,000 on the current employment basis. Traffic Figures Improve Improvement in the traffic of the industrial carriers, in addition, to the high",1938,1930-39,NEWS,WallStJrnl,intransitive,anticausative,inanimate,patient,verb,Traffic Figures,improve,
"made by the Bureau of the Census for the year 1929, was repeated and improved for 1933 and 1935, producing such figures as the number of retail establishments (",1938,1930-39,MAG,Time,intransitive,anticausative,inanimate,patient,verb,made by the Bureau of the Census for the year 1929,improved,
"told MeGoun to make a third paragraph there! Wish she'd quit trying to improve on my dictation. "" Fortunately for the Babbitts of business, their Miss MeGouns",1939,1930-39,MAG,SatEvePost,intransitive,anticausative,animate,agent,verb,she,improve,
friction. People don't like being improved; still less do they like being improved away. The biggest change is that he's parted with Matron. They clashed,1934,1930-39,FIC,PrivateWorlds,intransitive,anticausative,animate,patient,verb,People,improved,
"booby yourself, "" retorted the defender of the ferryboat, seeing no reason to improve on the word. "" A blundering booby at that. "" "" Call me",1932,1930-39,FIC,BishopJaegers,intransitive,anticausative,animate,agent,verb,the defender of the ferryboat,improve,
"works, insurance, and indemnification is both a relief and a remedy. It improves the productive capacity both of the individual and of the national patrimony from which he",1937,1930-39,NF/ACAD,AnInquiryIntoPrinciples,transitive,causative,inanimate,agent,verb,It,improves,the productive capacity both of the individual and of the national patrimony
"traffic for 1938 as a whole hinge largely on whether general business conditions begin to improve in the spring or summer or whether a prolonged slump is in prospect. """,1938,1930-39,NEWS,WallStJrnl,intransitive,anticausative,inanimate,patient,verb,general business conditions,improve,
"with glass eyes -- one missing -- and real hair. The decay has not improved it; it is rather fat, and used to look somewhat unpleasant when you",1938,1930-39,FIC,CrookedHinge,intransitive,anticausative,inanimate,patient,verb,it,improve,
"Under a new treatment which she was now taking, Daisy's health was considerably improving; but she had been so ill every winter of the last four years that",1937,1930-39,FIC,EnemyGods,intransitive,anticausative,inanimate,patient,verb,Daisy's health,improving,
"they do not like the American system of living and do not want it to improve itself. For three centuries America has been the enemy of Europe, a dislocation",1935,1930-39,MAG,SatEvePost,intransitive,anticausative,inanimate,patient,verb,it,improve,
"only chief officers knew. And the scientists, to my knowledge, never did improve greatly on the model made for them by my third officer. Whether or not",1932,1930-39,FIC,VampiresSpace,intransitive,anticausative,animate,agent,verb,the scientists,improve,
"has just been made in New York City, however, by the Association for Improving the Condition of the Poor which, although it covers only a small area,",1933,1930-39,MAG,Nation,intransitive,anticausative,animate,agent,verb,the Association for Improving the Condition of the Poor,improve,
of Amusements (Warner Baxter) and his pretty assistant (Madge Evans) to improve the country's morale with government-supervised vaudeville acts. The picture aims to combine spontaneity,1934,1930-39,MAG,Time,transitive,causative,animate,agent,verb,Amusements (Warner Baxter) and his pretty assistant (Madge Evans),improve,the country's morale
liberal reforms differ radically from collectivist reforms. The difference is that liberalism seeks to improve the exchange economy whereas collectivism would abolish it. Liberalism is radical in relation to,1937,1930-39,NF/ACAD,AnInquiryIntoPrinciples,transitive,causative,animate,agent,verb,liberalism,improve,the exchange economy
and pay dues long after dropping active contact with the union. Meanwhile organized labor improved working conditions over the country. Through its efforts the eight-hour work day became common,1937,1930-39,NEWS,CSMonitor,transitive,causative,animate,agent,verb,organized labor,improved,working conditions
"'s rela-1 tions with Yugoslavia are normal and diplomatically correct, hilt they can he improved, especially because the national economies of the two countries are complementary. "" Italy",1934,1930-39,NEWS,NYT-Reg,intransitive,anticausative,inanimate,patient,verb,they,improved,
"him to think of his hard lot and use every power at his command to improve his condition, "" Judge Hamilton said. "" Because of this, the industry",1935,1930-39,NEWS,NYT-Reg,transitive,causative,animate,agent,verb,he,improve,his condition
", one can grow 20 per cent more on 20 per cent less acreage by improving his methods (up to a maximum point now distant). The AAA plan",1935,1930-39,MAG,Harpers,intransitive,anticausative,animate,agent,verb,one,improve,
"job in disgust. From that time on, he expressed no desire whatsoever to improve his position. He asked only for a full week's work and Saturday night",1937,1930-39,MAG,SatEvePost,transitive,causative,animate,agent,verb,he,improve,his position
to the Editor QUALITY IN RADIO PROGRAM. Broadcasters Should Pay for All Participants to Improve Talent. To the Editor of The New York Times: There has been much,1931,1930-39,NEWS,NYT-Let,intransitive,anticausative,inanimate,agent,verb,Broadcasters,improve,
to trust their sympathies or to entertain the notion that man's lot could be improved. And it must be admitted that when liberalism had become frozen in its own,1937,1930-39,NF/ACAD,AnInquiryIntoPrinciples,intransitive,anticausative,inanimate,patient,verb,man's lot,improved,
"nuts, just as the pecan nuts of our southwestern states have been developed and improved during the past few years. Speaking of the pecan (Plate IX, Fig.",1937,1930-39,NF/ACAD,FoodsAmericaGave,intransitive,anticausative,inanimate,patient,verb,pecan nuts,improve,
"many as possible and thus keeping intact the forces which will be needed when business improves """,1934,1930-39,NEWS,WallStJrnl,intransitive,anticausative,inanimate,patient,verb,business,improves,
United States is the culmination of a long and con'sistent endeavor on its part to improve the outlook for peace by reducing the instruments of war. Doubtless the fact that,1930,1930-39,NEWS,NYT-Ed,intransitive,anticausative,inanimate,agent,verb,United States,improve,
and waddle through the Louvre! Oh Mrs Dowey's very ill and nothing can improve her! But dressed up in a Paris gown... - And waddle through the,1930,1930-39,TV/MOV,Seven Days Leave,intransitive,anticausative,inanimate,patient,verb,nothing,improve,
most respectable and public spirited citizens of all political parties for the laudable purpose of improving the breed of horses in the New England States. The necessity of such a,1931,1930-39,NF/ACAD,AmericanSports1785-1835,transitive,causative,animate,agent,verb,most respectable and public spirited citizens of all political parties,improving,the breed of horses in the New England States
"of the pure intellect, uncontaminated by any practical applications; and as your game improves you may catch glimpses of some of those mathematical beauties of sequence, distribution,",1932,1930-39,MAG,Harpers,intransitive,anticausative,inanimate,patient,verb,your game,improves,
stage where it is absolutely essential that the credit of the municipal corporation must be improved by reduced spending in all our activities. I have hoped that economies could be,1932,1930-39,NEWS,NYT-Ed,intransitive,anticausative,inanimate,patient,verb,the credit of the municipal corporation,improve,
"starvin gworkers that, once Machado was overthrown, living conditions would automatically and instantly improve. Instead, they grew worse, and the disappearance of the iron hand encouraged",1934,1930-39,MAG,SatEvePost,intransitive,anticausative,inanimate,patient,verb,living conditions,improve,
". Most of the time he was thinking about his work and making plans to improve this or that operation in the night shift. But sometimes, especially towards morning",1930,1930-39,MAG,Harpers,transitive,causative,animate,agent,verb,he,improve,this or that operation in the night shift
"I am thinking of hanging pink ruffles around it. With care, if times improve, there will be enough salvage from the two estates to provide what still will",1936,1930-39,MAG,SatEvePost,intransitive,anticausative,inanimate,patient,verb,times,improve,
"had begun. And you've broken windows ever since? No. My technique improved as my collection grew. Show me your jewels, will you? Of course",1932,1930-39,TV/MOV,Jewel Robbery,intransitive,anticausative,animate,agent,verb,my technique,improved,
himself by indissoluble bonds to the growth of his city or nation... improve or not at his leisure and convenience and sit at home in quiet and assurance,1930,1930-39,FIC,42ndParallel,intransitive,anticausative,animate,agent,verb,he,improve,
"In spite of this oversight, there is not much she could have done to improve this screen translation of her masterpiece. # Man of Conquest (Republic).",1939,1930-39,MAG,Time,transitive,causative,animate,agent,verb,she,improve,this screen translation of her masterpiece
"much more hope for the Progressives. The tactical position of this group is greatly improved compared with what it was last winter. Moreover, the Progressives are more determined",1931,1930-39,MAG,Nation,intransitive,anticausative,inanimate,patient,verb,The tactical position of this group,improved,
I was getting enough out of him in the way education. He claimed it improved my mind. Eddie White may have had his faults. But he was a,1934,1930-39,TV/MOV,Crime Without Passion,transitive,causative,animate,agent,verb,he,improved,my mind
"n't expect it to happen this week. Secretary Hull's policy of trying to improve international trade, and international good will with it, seems the most hopeful (",1938,1930-39,MAG,Harpers,intransitive,anticausative,inanimate,agent,verb,Secretary Hull's policy,improve,
"this Way is so much, that Mr. Tull saith, that Land he hath improved this Way, by this kind of Husbandry, going into another Hand, who",1934,1930-39,NF/ACAD,UponFieldHusbandry,transitive,causative,animate,agent,verb,Mr. Tull,improved,Land
"Pete and me used to run around together enough to know what we got worth improving, and Pete ain't got no mind toimprove. Why, Pete spent four",1936,1930-39,FIC,GoneWithWind,intransitive,anticausative,animate,agent,verb,Pete,improve,
"have been established by law in many places. These regulations have been potent in improving living conditions throughout the country; in fact, they have even set the standards",1931,1930-39,NF/ACAD,BetterHomesManual,intransitive,anticausative,inanimate,patient,verb,these regulations,improving,
the Army engineers and now before Congress. Colonel Park explained the progress made in improving the canal to a delegation of New England business interests and newspaper men in an,1932,1930-39,NEWS,CSMonitor,transitive,causative,animate,agent,verb,Colonel Park,improving,the canal
human inflating of the boom? The quality of business and banking executives can be improved. So can the quality of all the human beings who go to make up,1937,1930-39,MAG,SatEvePost,intransitive,anticausative,inanimate,patient,verb,the quality of business and banking executives,improved,
"to rehabilitate the railroads. The President is expected to make some general suggestions for improving certain reform and recovery acts and, policies of the New Deal, and thus",1939,1930-39,NEWS,NYT-Reg,transitive,causative,animate,agent,verb,The President,improve,certain reform and recovery acts and policies of the New Deal
", and a larger, more ambitious summer resort, Laurel Farms, and in improving his investments by giving advice as an expert. But after three and a quarter",1934,1930-39,FIC,WorkArt,intransitive,anticausative,animate,agent,verb,he,improve,
"last week they had enough evidence to warrant a preliminary report: # All patients improved, achieved or regained manhood. One felt like "" fighting wildcats. "" But",1938,1930-39,MAG,Time,intransitive,anticausative,animate,patient,verb,all patients,improved,
"for the Babbitts of business, their Miss MeGouns frequently take it upon themselves to improve on their bosses' dictation. Like Babbitt, they fail to realize how much",1939,1930-39,MAG,SatEvePost,intransitive,anticausative,animate,agent,verb,their Miss MeGouns,improve,on their bosses' dictation
in detail and pointed out the view of the bankers on the best method of improving the city's credit to an extent to make its short-term obligations attractive to the,1932,1930-39,NEWS,NYT-Reg,intransitive,anticausative,inanimate,agent,verb,the bankers,improve,
"Russian economy is a military purpose, that the economy is organized not, to improve the popular standard of life as rapidly as possible but to make Russia a formidable",1936,1930-39,MAG,Atlantic,intransitive,anticausative,inanimate,agent,verb,the economy,improve,
"and shotguns. However, in their first engagement with the Yankees they expected to improve their mounts and their armament. One day news came through Captain Bailey that the",1931,1930-39,FIC,XXXYYY,transitive,causative,animate,agent,verb,they,improve,their mounts and their armament
"centers, maternity clinics, supervised playgrounds, and family case work are gradually being improved. New governmental techniques in the form of city, town, and county planning",1938,1930-39,NF/ACAD,TennesseeValley,intransitive,anticausative,inanimate,patient,verb,"centers, maternity clinics, supervised playgrounds, and family case work",improved,
"EFFET, VOUS AVEZ EXACTEMENT L'AIR O'UN CHAMEAU. (I WAS ONLY TRYING TO IMPROVE ON NATURE. REALLY, YOU LOOK EXACTLY LIKE A CAMEL.) 7 INT.",1937,1930-39,FIC,Mov:ShallWeDance,intransitive,anticausative,animate,agent,verb,I,improve,
