text,transitivity,gpt_transitivity,causativity,gpt_causativity,subject_animacy,gpt_subject_animacy,subject_role,gpt_subject_role,gpt_subject,gpt_verb,gpt_object
"Facebook has said that in the first 24 hours after the attack it removed 1.5 million versions of the video filmed by the gunman who killed over 50 people in two mosques in Christchurch, New Zealand. Of those, 1.2 million were blocked while they were uploading, so they never made it onto the site.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,they,uploading,1.2 million
"If you have it in real-time it's uploading to their cloud and the potential to access that camera, what that camera can do with apps in the future, is very frightening.",intransitive,transitive,anticausative,causative,inanimate,inanimate,patient,agent,it,uploading,their cloud
Umbrella Academy profile icons are currently uploading to Netflix.,intransitive,transitive,anticausative,causative,inanimate,inanimate,patient,agent,Umbrella Academy profile icons,uploading,to Netflix
The first thing is to make sure all your ride data is automatically uploading.,intransitive,transitive,anticausative,causative,inanimate,inanimate,patient,agent,all your ride data,uploading,
"On Xbox, quit the game in the place where you wish to save and ensure your cloud save backup has uploaded.",intransitive,transitive,anticausative,causative,inanimate,inanimate,patient,agent,your cloud save backup,uploaded,N/A
"He writes a headline, deletes it, ponders another headline, and then switches back to the video, which, finally, has uploaded.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,the video,uploaded,
"Now that his ex-girlfriend Ingrid has uploaded to Lakeview to be with him, Nathan's heart appears to be more conflicted than ever.",intransitive,transitive,anticausative,causative,animate,animate,patient,agent,Ingrid,uploaded,Lakeview
"And then, after that photo had uploaded to Twitter, she asked for a new game.",intransitive,transitive,anticausative,causative,inanimate,animate,patient,agent,she,uploaded,photo
"hi i must say i am very disappointed with the bkool and premium membership service, i have contacted you 3 times recently by the on site forms and got no response my latest problem is i done a 10 mile Dartmoor ride just now and it failed to upload so logged in again and it failed again! so logged out and in again nothing appeared to upload so checked on my profile and NOTHING has uploaded.",intransitive,intransitive,anticausative,anticausative,inanimate,animate,patient,agent,I,uploaded,
"Mr Greenhalgh went on to tell the court that McCullough first denied his wicked crimes and said that someone else must have used his log in details to correspond with the girl, and that the pictures must have uploaded to his computer from another person's phone.",intransitive,transitive,anticausative,causative,inanimate,inanimate,patient,agent,someone else,uploaded,the pictures
"He said that because of how quickly they were moving and a glitch, they didn't realize that some of the DVD's had porn burned onto them instead of the video that was supposed to have uploaded # ",intransitive,transitive,anticausative,causative,inanimate,animate,patient,agent,they,uploaded,some of the DVD's
"It's clever, and means some albums will upload nearly instantly.",intransitive,transitive,anticausative,causative,inanimate,inanimate,patient,agent,albums,upload,some albums
"An hour and a quarter later, the pigeons had reached their destination in Skegness 120km away, while only 24% of a 300MB file had uploaded.",intransitive,transitive,anticausative,causative,inanimate,animate,patient,agent,The pigeons,uploaded,a 300MB file
"It's centuries into the future, self-aware technology has formed a "" singularity "" -- a floating superbrain cloud in the upper atmosphere -- and his parents have already uploaded to it, leaving their bodies behind.",intransitive,transitive,anticausative,causative,animate,animate,patient,agent,his parents,uploaded,to it
"It was revealed that she'd actually uploaded -- potentially meaning that she had ended her own life in order to come join Nathan, who had just broken up with her a few days before.",intransitive,transitive,anticausative,causative,animate,animate,patient,agent,she,uploaded,"-- potentially meaning that she had ended her own life in order to come join Nathan, who had just broken up with her a few days before"
"By providing easy access to the vast archive (130,000 photos have already uploaded just to break the electronic ground) Holocaust deniers will be easily be exposed as flat-earthers and disturbed conspiracy theorists.",intransitive,transitive,anticausative,causative,inanimate,inanimate,patient,agent,By providing easy access to the vast archive,uploaded,"130,000 photos"
"Wright's Australian thriller "" The Stranger "" has been picked up by Netflix and will upload # .",intransitive,transitive,anticausative,causative,inanimate,animate,patient,agent,Wright's Australian thriller,upload,Netflix
"His upcoming action-comedy film "" The Big 4 "" will upload by the end of the year.",intransitive,transitive,anticausative,causative,inanimate,inanimate,patient,agent,His upcoming action-comedy film,upload,The Big 4
It will upload at an unspecified date in 2023.,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,agent,It,upload,an unspecified date in 2023
"Similarly, I can set the dates that payments are due in the grid view for my vendors, and those dates will upload to my "" calendar "" view.",intransitive,transitive,anticausative,causative,inanimate,animate,patient,agent,I,upload,dates
"Your RPE feedback will upload to Garmin's health app, Garmin Connect, in addition to your physical metrics.",intransitive,transitive,anticausative,causative,inanimate,inanimate,patient,agent,Your RPE feedback,upload,"Garmin's health app, Garmin Connect"
"When Wi-Fi returns, videos will upload to the cloud for your review.",intransitive,transitive,anticausative,causative,inanimate,inanimate,patient,agent,videos,upload,to the cloud
"Beware, it appears that ProRes videos will upload to iCloud just like normal videos.",intransitive,transitive,anticausative,causative,inanimate,inanimate,patient,agent,ProRes videos,upload,to iCloud
Simply drag the picture onto the email from your files and it will upload and appear at the top.,intransitive,transitive,anticausative,causative,inanimate,inanimate,patient,agent,it,upload,the picture
"For example, if you select the camera profile as RAW default, and shot the photo black-and-white in camera, the image will upload to Lightroom in black and white, but you can still convert that photo to color just by switching the profile.",intransitive,transitive,anticausative,causative,inanimate,inanimate,patient,agent,image,upload,Lightroom
* Edit shared documents while offline and your changes will upload when you're back online.,intransitive,transitive,anticausative,causative,inanimate,inanimate,patient,agent,your changes,upload,N/A
One idea is that he's now in the ship somewhere and maybe will upload into Russell's drive or into someone's mind through the cryosleep chambers.,intransitive,transitive,anticausative,causative,animate,animate,patient,agent,he,upload,Russell's drive
These results will simultaneously upload to blinkPASSPORT and can be presented as entry credentials.,intransitive,transitive,anticausative,causative,inanimate,inanimate,patient,agent,results,upload,blinkPASSPORT
It will automatically upload to your Digital Doubles folder.,intransitive,transitive,anticausative,causative,inanimate,inanimate,patient,agent,It,upload,to your Digital Doubles folder
"This way, all the lab has to do is scan the code and the information will immediately upload to the system.",intransitive,transitive,anticausative,causative,inanimate,inanimate,patient,agent,all the lab,upload,the information
"They plan to release two per month, which will automatically upload to the software.",intransitive,transitive,anticausative,causative,inanimate,inanimate,patient,agent,They,upload,the software
